Northing,Easting,Depth (ft),Formation,Pore pressure,Fracture pressure,Mud pressure (psi),Hole size (in),METERAGE,DRLTIME,WOB,Pump flow rate,Pump pressure,MFVIS,RETSOLID,FAN600,FAN300,MIN10GEL,RPM,MUDLOSSU
1911541,1023947,1553,1,672.449,1056.04,803.6775,17.5,2,2.5,22.5,1000,2300,34,9,22,18,13,170,450
1921175,1013094,1553,1,672.449,1056.04,814.3932,17.5,62,9,25,1000,2000,31,13,12,9,4,175,560
1911541,1023947,1554,1,672.882,1056.72,804.195,17.5,1,2.5,22.5,1000,2300,33,12,23,18,11,170,100
1913770,1018319,1555,1,673.315,1057.4,729.606,17.5,157,21,40,1000,2925,30,5,3,2,1,180,0
1893888,1036902,1556,1,673.748,1058.08,730.0752,17.5,108,13,45,950,2625,30,4,8,6,3,155,0
1893815,1040244,1557,1,674.181,1058.76,752.031,17.5,63,20,32.5,900,1425,31,9,21,17,9,90,270
1891966,1041428,1557,1,674.181,1058.76,805.7475,17.5,75,21,42.5,900,2725,31,11,14,10,5,165,350
1914180,1020592,1561,1,675.913,1061.48,786.2757,17.5,12,3,17.5,920,2575,32,6,23,18,5,150,30
1891966,1041428,1563,1,676.779,1062.84,808.8525,17.5,6,3,42.5,900,2775,31,11,14,11,5,165,160
1910007,1024955,1565,1,677.645,1064.2,723.4995,17.5,72,24,19,850,2825,35,5,18,13,7,195,400
1921175,1013094,1566,1,678.078,1064.88,821.2104,26,13,10,37.5,1000,1040,32,14,20,16,9,75,0
1907900,1028999,1568,1,678.944,1066.24,778.9824,17.5,26,9,47.5,880,2825,30,10,35,20,9,165,288
1900266,1034376,1570,1,679.81,1067.6,812.475,17.5,30,12,42.5,850,2875,33,10,24,19,13,175,400
1901163,1028822,1527,13,710.055,1068.9,842.904,17.5,60,23,26,1000,1975,37,16,32,20,4,175,60
1933305,1007091,1572,1,680.676,1068.96,987.0588,17.5,23,20,12.5,900,2000,42,25,42,29,10,190,0
1898058,1036646,1575,1,681.975,1071,815.0625,17.5,57,8,20,920,1750,32,11,19,14,9,175,800
1890803,1042438,1584,1,685.872,1077.12,776.0016,17.5,51,11,42.5,960,2775,30,8,7,5,2,170,0
1908883,1022901,1584,1,685.872,1077.12,797.8608,17.5,32,12,22.5,820,2875,32,11,20,15,10,155,180
1910007,1024955,1588,1,687.604,1079.84,756.0468,17.5,23,16,12.5,840,2825,35,7,16,12,6,195,440
1900266,1034376,1592,1,689.336,1082.56,823.86,17.5,22,9,42.5,850,2875,33,10,22,17,11,175,400
1900266,1034376,1593,1,689.769,1083.24,868.3443,17.5,1,1,10,1000,2125,34,14,32,27,12,155,260
1921175,1013094,1595,1,690.635,1084.6,836.418,26,29,17,37.5,1000,1040,32,14,19,15,8,75,0
1933305,1007091,1596,1,691.068,1085.28,1002.1284,17.5,24,22,22.5,900,2000,41,25,41,28,9,190,0
1900008,1033297,1596,1,691.068,1085.28,825.93,17.5,60,22,20,850,1425,33,15,29,21,4,90,300
1901861,1028091,1552,13,721.68,1086.4,835.2864,17.5,50,17,32.5,900,2820,35,15,23,18,5,170,310
1891823,1039898,1598,1,691.934,1086.64,826.965,17.5,74,17,50,920,2950,30,8,19,15,12,160,200
1928249,1011699,1601,1,693.233,1088.68,795.3768,17.5,121,22,22.5,950,2175,33,8,25,15,7,175,320
1910007,1024955,1604,1,694.532,1090.72,763.6644,17.5,16,12,19,840,2825,35,7,18,13,6,195,280
1893815,1040244,1605,1,694.965,1091.4,775.215,17.5,48,6,22.5,970,2550,31,9,21,17,9,180,270
1893400,1039902,1608,1,696.264,1093.44,776.664,17.5,70,17,47.5,930,2800,33,8,18,14,8,165,330
1900008,1033297,1609,1,696.697,1094.12,832.6575,17.5,13,6,20,850,1425,33,12,28,21,4,90,390
1887965,1044892,1612,1,697.996,1096.16,834.21,17.5,60,17,37.5,820,1250,35,15,28,23,13,80,400
1900266,1034376,1613,1,698.429,1096.84,868.1166,17.5,20,11,20,900,1925,32,13,21,16,11,180,480
1899352,1035235,1614,1,698.862,1097.52,779.562,17.5,91,24,50,830,2875,33,8,29,24,11,155,400
1907900,1028999,1614,1,698.862,1097.52,857.5182,17.5,46,6,12.5,980,2100,33,13,18,14,9,180,528
1893525,1037863,1614,1,698.862,1097.52,790.6986,17.5,142,21,32.5,970,1850,34,8,21,17,8,180,750
1931442,1006121,1617,1,700.161,1099.56,769.8537,17.5,134,23,55,900,2825,30,0,20,17,12,165,400
1911541,1023947,1620,1,701.46,1101.6,860.706,17.5,66,16,25,960,2775,33,14,29,24,14,145,460
1891966,1041428,1630,1,705.79,1108.4,843.525,17.5,67,10,20,900,1750,31,11,16,12,5,175,190
1921175,1013094,1632,1,706.656,1109.76,855.8208,17.5,37,7,27.5,1000,1000,31,14,18,14,8,175,180
1897145,1037320,1632,1,706.656,1109.76,799.5168,17.5,97,15,20,950,2050,31,10,35,28,10,180,720
1898014,1035395,1636,1,708.388,1112.48,790.188,17.5,110,12,12.5,1000,1975,34,7,25,21,12,175,605
1901861,1028091,1591,13,739.815,1113.7,922.1436,17.5,39,17,32.5,900,2760,36,18,23,17,5,170,400
1893400,1039902,1643,1,711.419,1117.24,804.9057,17.5,35,11,45,920,2800,33,8,19,15,7,165,130
1894441,1038408,1646,1,712.718,1119.28,851.805,17.5,112,24,47.5,870,2840,31,10,18,14,8,160,636
1893888,1036902,1648,1,713.584,1120.64,773.2416,17.5,92,18.5,45,930,2675,30,5,14,10,5,155,0
1887965,1044892,1648,1,713.584,1120.64,852.84,17.5,36,10,37.5,820,1250,34,15,27,22,10,80,400
1928249,1011699,1651,1,714.883,1122.68,843.0006,17.5,50,10,22.5,950,2325,33,10,23,17,7,180,238
1908883,1022901,1651,1,714.883,1122.68,831.6087,17.5,67,13.5,15,930,2175,32,10,20,16,11,180,280
1901265,1032792,1653,1,715.749,1124.04,878.2389,17.5,136,24,20,960,1725,34,11,30,24,14,180,150
1901163,1028822,1607,13,747.255,1124.9,964.6821,17.5,80,19.5,26,1000,2000,37,20,32,20,4,185,0
1931442,1006121,1657,1,717.481,1126.76,823.1976,17.5,40,8,37.5,850,2825,32,8,30,26,15,165,200
1901861,1028091,1610,13,748.65,1127,1033.137,17.5,19,12,32.5,840,1375,33,24,25,17,3,170,0
1913770,1018319,1660,1,718.78,1128.8,824.688,17.5,67,11,17.5,1000,1600,31,8,14,11,6,180,0
1894441,1038408,1662,1,719.646,1130.16,860.085,17.5,16,9,47.5,870,2840,30,10,16,12,6,180,400
1910007,1024955,1665,1,720.945,1132.2,861.6375,17.5,61,12,17.5,950,2660,35,11,23,16,6,190,200
1927084,1012494,1666,1,721.378,1132.88,850.6596,17.5,127,24,27.5,950,1750,31,9,21,16,8,180,512
1900266,1034376,1669,1,722.677,1134.92,886.7397,17.5,56,17,20,1000,2175,29,12,18,13,7,180,220
1936056,1006641,1034,9,930.6,1137.4,1034.517,12.25,11.5,14,17.5,500,2525,63,45,166,94,4,75,0
1901163,1028822,1629,13,757.485,1140.3,1180.2105,17.5,22,13,26,1000,2150,40,24,40,25,4,185,0
1915773,1015021,1631,13,758.415,1141.7,866.5503,17.5,118,16,17.5,920,1800,33,13,23,18,9,160,0
1893888,1036902,1679,1,727.007,1141.72,787.7868,17.5,31,8,17.5,950,2000,30,5,13,10,5,180,192
1932633,1009220,1038,9,934.2,1141.8,1002.708,12.25,9,9,15,500,1150,58,44,159,87,5,40,0
1915773,1015021,1633,13,759.345,1143.1,878.8806,26,2,2,45,900,2625,36,15,28,22,9,160,0
1933305,1007091,1684,1,729.172,1145.12,1057.3836,17.5,25,22,22.5,900,2600,42,25,38,26,9,145,0
1911541,1023947,1695,1,733.935,1152.6,900.5535,17.5,75,22,42.5,960,2800,33,14,28,23,14,145,550
1898014,1035395,1700,1,736.1,1156,821.1,17.5,64,8,22.5,1000,2050,34,6,22,19,12,175,980
1898058,1036646,1712,1,741.296,1164.16,897.7728,17.5,137,22,22.5,940,1950,34,12,27,19,6,175,480
1921175,1013094,1712,1,741.296,1164.16,897.7728,17.5,80,16,27.5,1000,1000,32,14,19,15,9,175,500
1933305,1007091,1714,1,742.162,1165.52,1076.2206,17.5,30,24,32.5,900,2600,42,25,41,28,9,145,130
1931442,1006121,1714,1,742.162,1165.52,875.1684,17.5,57,21,37.5,850,2825,34,10,34,30,17,165,220
1899352,1035235,1719,1,744.327,1168.92,853.9992,17.5,100,24,42.5,830,2875,33,9,27,22,10,160,260
1931442,1006121,1721,1,745.193,1170.28,878.7426,17.5,7,3,37.5,850,2825,28,9,28,24,11,165,180
1890803,1042438,1725,1,746.925,1173,880.785,17.5,141,24,27.5,950,1625,30,11,8,6,2,90,260
1892983,1040809,1726,1,747.358,1173.68,809.8392,17.5,113,24,50,920,2900,30,7,12,9,5,180,570
1904100,1025650,1506,10,700.29,1174.68,987.183,17.5,16,20,42.5,800,1375,38,21,52,34,7,155,60
1892983,1040809,1730,1,749.09,1176.4,847.527,17.5,4,2,50,920,2900,29,8,11,8,5,180,100
1904100,1025650,1511,10,702.615,1178.58,990.4605,17.5,5,10,42.5,800,1375,38,21,49,32,7,155,40
1900266,1034376,1735,1,751.255,1179.8,909.834,17.5,66,21,20,1000,2175,29,12,16,12,7,180,360
1914180,1020592,1736,1,751.688,1180.48,898.38,17.5,175,24,25,950,2650,32,6,26,19,10,175,96
1906000,1029100,1737,1,752.121,1181.16,898.8975,17.5,56,12,17,950,1925,30,0,22,18,12,160,480
1911541,1023947,1739,1,752.987,1182.52,947.9289,17.5,44,20,45,950,2800,34,16,27,22,14,145,540
1933305,1007091,1748,1,756.884,1188.64,1097.5692,17.5,34,24,32.5,900,2600,41,25,39,27,9,145,0
1913770,1018319,1750,1,757.75,1190,893.55,17.5,90,18,24,1000,1700,31,9,18,15,8,180,0
1894441,1038408,1750,1,757.75,1190,905.625,17.5,88,14,17.5,950,2310,32,10,23,17,10,180,780
1928249,1011699,1753,1,759.049,1192.04,895.0818,17.5,102,24,20,950,2425,33,10,25,18,7,195,450
1927084,1012494,1753,1,759.049,1192.04,907.1775,17.5,87,17,25,950,1825,31,10,18,14,7,180,592
1933305,1007091,1758,1,761.214,1195.44,1103.8482,17.5,10,10,32.5,900,2600,41,25,40,28,9,190,0
1893525,1037863,1758,1,761.214,1195.44,885.5046,17.5,144,24,32.5,970,1975,34,9,19,16,7,180,780
1887965,1044892,1767,1,765.111,1201.56,963.1917,17.5,119,24,15,900,2400,35,19,26,21,10,170,600
1904100,1025650,1541,10,716.565,1201.98,1010.1255,17.5,30,21,21,850,1340,39,21,52,34,5,175,100
1910007,1024955,1768,1,765.544,1202.24,914.94,17.5,103,21,17.5,930,2765,35,11,21,15,6,190,220
1899352,1035235,1779,1,770.307,1209.72,883.8072,17.5,60,23,45,830,2875,33,9,28,23,10,160,270
1901265,1032792,1780,1,770.74,1210.4,945.714,17.5,127,23,20,960,1925,34,11,22,16,4,180,140
1936056,1006641,1101,9,990.9,1211.1,1101.5505,12.25,67,18,22.5,680,2700,61,45,169,96,3,190,60
1934676,1008730,1103,9,992.7,1213.3,1103.5515,12.25,14,12,22.5,500,2025,56,46,151,84,4,100,0
1893888,1036902,1785,1,772.905,1213.8,837.522,17.5,106,21,22.5,950,2050,30,5,15,11,5,180,640
1897145,1037320,1785,1,772.905,1213.8,874.4715,17.5,153,21.5,20,950,2100,30,10,37,23,9,180,960
1933305,1007091,1786,1,773.338,1214.48,1121.4294,17.5,28,24,32.5,900,2000,41,25,37,26,9,190,0
1893400,1039902,1791,1,775.503,1217.88,877.4109,17.5,148,21,12.5,950,2000,33,8,20,16,8,180,330
1908883,1022901,1741,13,809.565,1218.7,900.9675,17.5,90,21,17.5,930,2175,33,14,23,18,10,180,150
1907900,1028999,1800,1,779.4,1224,956.34,17.5,186,24,12.5,970,2250,34,13,23,17,10,180,564
1904100,1025650,1570,10,730.05,1224.6,1029.135,17.5,29,19,21,850,1340,38,21,41,27,5,175,80
1899352,1035235,1802,1,780.266,1225.36,895.2336,17.5,23,14,45,830,2875,32,9,26,21,10,160,270
1900266,1034376,1806,1,781.998,1228.08,947.0664,17.5,71,21,30,1000,2340,32,12,24,18,9,180,360
1899352,1035235,1807,1,782.431,1228.76,997.464,17.5,5,2,26,850,2825,41,15,39,29,13,155,0
1891966,1041428,1810,1,783.73,1230.8,936.675,17.5,180,24,20,950,1925,31,11,14,11,5,175,380
1904100,1025650,1584,10,736.56,1235.52,1038.312,17.5,14,10,21,850,1325,41,21,41,27,5,175,80
1899352,1035235,1817,1,786.761,1235.56,977.9094,17.5,10,12,24,970,2810,40,14,35,25,12,190,0
1893815,1040244,1817,1,786.761,1235.56,902.6856,17.5,212,21,22.5,970,2550,30,10,20,16,7,180,300
1891823,1039898,1825,1,790.225,1241,969.6225,17.5,160,22,31,1000,2690,32,14,26,21,17,180,360
1928249,1011699,1827,1,791.091,1242.36,945.4725,17.5,74,20,17.5,950,2475,33,10,24,18,7,195,350
1913770,1018319,1828,1,791.524,1243.04,933.3768,17.5,78,14,24,1000,1790,33,9,22,19,10,180,0
1927084,1012494,1828,1,791.524,1243.04,945.99,17.5,75,15,25,950,1890,32,10,20,16,8,180,530
1898058,1036646,1834,1,794.122,1247.12,961.7496,17.5,122,23,25,950,2125,33,13,29,21,7,177.5,0
1900266,1034376,1834,1,794.122,1247.12,961.7496,17.5,28,9,30,1000,2375,32,12,22,17,10,180,180
1890803,1042438,1837,1,795.421,1249.16,950.6475,17.5,112,19,22.5,950,1700,31,11,13,9,2,90,630
1887965,1044892,1840,1,796.72,1251.2,1002.984,17.5,73,16,15,900,2425,35,19,28,23,11,170,470
1901265,1032792,1844,1,798.452,1253.92,1017.888,17.5,64,14,25,950,2325,40,13,31,20,4,180,100
1887965,1044892,1852,1,801.916,1259.36,1009.5252,17.5,12,5,32.5,820,2590,34,19,29,24,12,160,270
1901861,1028091,1622,10,754.23,1265.16,1074.4128,17.5,12,14,32.5,840,1375,36,26,52,31,5,170,0
1910007,1024955,1864,1,807.112,1267.52,977.4816,17.5,96,21,17.5,920,2765,35,12,23,23,6,190,200
1893525,1037863,1864,1,807.112,1267.52,938.8968,17.5,106,19,35,970,2100,34,9,18,15,8,180,470
1906000,1029100,1864,1,807.112,1267.52,964.62,17.5,127,24,15,950,1915,30,0,24,20,12,170,480
1900266,1034376,1866,1,807.978,1268.88,978.5304,17.5,32,9.5,32.5,950,2335,32,12,22,17,10,180,110
1931442,1006121,1869,1,809.277,1270.92,967.2075,17.5,148,21,12.5,950,2115,32,9,26,21,10,195,380
1900008,1033297,1869,1,809.277,1270.92,928.5192,17.5,205,23,25,950,1025,30,8,27,19,4,90,380
1898014,1035395,1876,1,812.308,1275.68,970.83,17.5,176,23,25,1000,2050,35,10,21,17,10,175,700
1934676,1008730,1160,9,1044,1276,1160.58,12.25,57,14,27.5,600,1925,52,46,154,89,5,180,50
1887965,1044892,1884,1,815.772,1281.12,1039.968,17.5,32,15,32.5,820,2590,35,20,24,17,7,160,550
1901861,1028091,1643,10,763.995,1281.54,1145.0067,17.5,21,15,32.5,800,1425,40,30,47,30,5,170,0
1908883,1022901,1831,13,851.415,1281.7,947.5425,17.5,90,24,17.5,940,2290,33,14,22,18,10,180,150
1891596,1042164,1886,1,816.638,1282.48,949.9782,17.5,204,23,17.5,1000,2490,34,0,27,22,15,185,420
1921175,1013094,1834,13,852.81,1283.8,961.7496,17.5,122,22,22.5,1000,2075,31,14,17,14,8,175,550
1928249,1011699,1888,1,817.504,1283.84,977.04,17.5,61,24,15,950,2725,34,11,23,17,11,200,460
1898058,1036646,1891,1,818.803,1285.88,1017.7362,17.5,57,13,25,950,2175,34,13,26,19,7,170,0
1894441,1038408,1893,1,819.669,1287.24,979.6275,17.5,143,23,20,950,2335,34,10,26,19,10,180,360
1891823,1039898,1898,1,821.834,1290.64,1021.5036,17.5,73,15,31,1000,2590,32,14,29,23,16,180,400
1893888,1036902,1898,1,821.834,1290.64,890.5416,17.5,113,23,22.5,950,2050,30,5,12,9,4,180,640
1891966,1041428,1900,1,822.7,1292,983.25,17.5,90,15,20,950,2200,37,13,16,11,4,175,340
1927084,1012494,1900,1,822.7,1292,1009.47,17.5,72,15,25,950,1950,30,11,13,10,6,180,806
1901861,1028091,1662,10,772.83,1296.36,1158.2478,17.5,19,20,32.5,770,1410,43,30,50,32,5,170,590
1897145,1037320,1915,1,829.195,1302.2,938.1585,17.5,130,17.5,20,950,2125,30,9,31,19,9,190,864
1907900,1028999,1921,1,831.793,1306.28,1020.6273,17.5,121,19,17.5,970,2350,34,14,23,18,9,180,528
1928249,1011699,1924,1,833.092,1308.32,1035.4968,17.5,36,18,15,950,2725,35,13,26,18,10,200,200
1914180,1020592,1931,1,836.123,1313.08,999.2925,17.5,195,23,25,950,2725,32,10,23,19,12,175,144
1910007,1024955,1931,1,836.123,1313.08,1012.6164,17.5,67,15,17.5,880,2815,35,12,24,17,6,190,200
1906000,1029100,1933,1,836.989,1314.44,1000.3275,17.5,69,13,16,950,1940,30,0,26,22,14,175,480
1893400,1039902,1939,1,839.587,1318.52,949.9161,17.5,148,22,17.5,950,2150,33,8,17,14,7,180,330
1892983,1040809,1940,1,840.02,1319.2,990.564,17.5,210,24,27.5,1000,2300,28,8,17,14,10,180,540
1901163,1028822,1692,10,786.78,1319.76,1237.5288,17.5,63,18.5,26,930,2500,45,25,60,36,5,185,300
1900008,1033297,1942,1,840.886,1320.56,1011.6849,17.5,73,9,25,950,1025,31,10,29,20,4,90,208
1890803,1042438,1943,1,841.319,1321.24,1018.9092,17.5,106,21,22.5,950,1825,32,13,19,15,8,175,510
1933305,1007091,1889,13,878.385,1322.3,1186.1031,12.25,87,12,12.5,750,1950,42,25,38,27,9,175,0
1932633,1009220,1203,9,1082.7,1323.3,1187.0001,12.25,165,24,30,670,1400,51,45,128,71,5,190,15
1898014,1035395,1950,1,844.35,1326,1009.125,17.5,74,10,27.5,1000,2150,34,10,20,16,9,175,492
1933305,1007091,1895,13,881.175,1326.5,1163.7195,12.25,6,1,12.5,400,850,42,24,43,28,4,100,0
1908883,1022901,1896,13,881.64,1327.2,981.18,17.5,65,18,17.5,940,2325,32,14,23,18,12,180,320
1910415,1017902,1208,9,1087.2,1328.8,1183.5984,12.25,10,18,6.5,450,1250,62,44,129,74,4,70,0
1928249,1011699,1958,1,847.814,1331.44,1107.8364,17.5,34,16,15,920,2715,35,14,29,20,6,195,180
1901861,1028091,1708,10,794.22,1332.24,1249.2312,17.5,32,10,25,900,2600,49,34,71,46,8,180,0
1887965,1044892,1960,1,848.68,1332.8,1081.92,17.5,76,19,12.5,900,2400,34,20,25,17,9,160,0
1907900,1028999,1960,1,848.68,1332.8,1014.3,17.5,39,10,17.5,970,2350,33,13,23,18,9,180,336
1901861,1028091,1709,10,794.685,1333.02,1686.2703,12.25,1,3,22.5,530,2700,63,44,112,67,4,90,0
1900266,1034376,1961,1,849.113,1333.48,1028.3484,17.5,95,15,30,1000,2375,31,12,24,18,10,180,280
1893815,1040244,1961,1,849.113,1333.48,974.2248,17.5,144,14,25.5,970,2550,31,10,21,17,7,180,330
1913770,1018319,1906,13,886.29,1334.2,986.355,17.5,78,12,22.5,900,1530,32,11,23,19,12,180,0
1901265,1032792,1963,1,849.979,1334.84,1083.576,17.5,119,23,27.5,950,2325,41,13,35,23,5,180,50
1891823,1039898,1965,1,850.845,1336.2,1111.797,17.5,67,17,25,1000,2775,36,18,32,19,3,180,0
1910415,1017902,1217,9,1095.3,1338.7,1192.4166,12.25,9,11,6.5,450,1250,62,44,127,73,4,145,50
1893525,1037863,1969,1,852.577,1338.92,991.7853,17.5,105,21,37.5,970,2150,34,9,21,17,8,180,415
1891966,1041428,1970,1,853.01,1339.6,1046.661,17.5,70,13,20,950,2250,38,14,24,16,4,175,335
1899352,1035235,1980,1,857.34,1346.4,1065.636,17.5,145,24,35,965,2650,40,14,37,26,13,175,140
1915773,1015021,1730,10,804.45,1349.4,931.086,17.5,97,19,12.5,920,2100,36,15,27,21,9,170,0
1914180,1020592,2000,1,866,1360,1048.8,17.5,69,12,27.5,900,2900,34,10,40,28,16,175,436
1898058,1036646,2000,1,866,1360,1076.4,17.5,109,24,30,950,2325,34,13,29,22,9,170,450
1927084,1012494,2002,1,866.866,1361.36,1070.5695,17.5,102,24,25,950,1975,30,11,13,10,6,180,290
1893888,1036902,2003,1,867.299,1362.04,981.2697,17.5,105,23,22.5,950,1975,30,8,12,9,5,180,360
1936056,1006641,1240,9,1116,1364,1240.62,12.25,139,24,25,680,2775,62,45,169,96,3,190,180
1894441,1038408,2007,1,869.031,1364.76,1038.6225,17.5,114,24,20,950,2600,35,10,24,18,9,180,564
1914180,1020592,2008,1,869.464,1365.44,1052.9952,17.5,8,2,27.5,950,2875,36,10,30,23,11,175,20
1893888,1036902,2012,1,871.196,1368.16,1013.4444,17.5,9,2,22.5,950,1850,30,9,12,9,3,180,96
1906000,1029100,2013,1,871.629,1368.84,1041.7275,17.5,80,20,16,950,2025,30,0,26,22,14,175,280
1887965,1044892,2014,1,872.062,1369.52,1139.5212,17.5,54,24,12.5,900,2400,35,21,30,20,11,170,0
1891823,1039898,2015,1,872.495,1370.2,1140.087,17.5,50,22,25,1000,2775,37,18,39,27,15,180,0
1887965,1044892,2015,1,872.495,1370.2,1140.087,17.5,1,1,12.5,900,2400,35,21,28,18,9,180,20
1910415,1017902,1246,9,1121.4,1370.6,1220.8308,12.25,29,22,21,760,2280,61,44,124,72,4,145,152
1921175,1013094,1965,13,913.725,1375.5,1030.446,17.5,62,12,22.5,1000,2025,32,14,20,16,10,180,860
1908883,1022901,1966,13,914.19,1376.2,1017.405,17.5,70,23,17.5,940,2375,32,14,21,17,11,180,320
1900008,1033297,2024,1,876.392,1376.32,1096.2996,17.5,82,23,42.5,900,1350,35,14,34,24,5,165,360
1887965,1044892,2025,1,876.825,1377,1145.745,17.5,10,7,12.5,900,2400,37,21,32,21,10,180,60
1927084,1012494,2026,1,877.258,1377.68,1090.3932,17.5,24,9,25,950,2015,30,11,14,11,8,180,160
1933305,1007091,1971,13,916.515,1379.7,1196.7912,12.25,76,24,17.5,450,750,42,23,51,32,4,145,0
1901163,1028822,1770,10,823.05,1380.6,1294.578,17.5,78,24,26,953,2725,46,25,70,42,5,185,150
1910007,1024955,2031,1,879.423,1381.08,1065.0564,17.5,100,23,17.5,880,2815,35,12,24,17,6,190,220
1893888,1036902,2034,1,880.722,1383.12,1066.6296,17.5,22,6.5,12.5,950,2150,30,13,18,13,8,180,0
1887285,1045213,2035,1,881.155,1383.8,1025.0295,17.5,31,6,20,950,2175,29,8,5,3,2,175,180
1931442,1006121,2036,1,881.588,1384.48,1053.63,17.5,167,22,15,950,2225,32,10,25,21,11,195,400
1901163,1028822,1775,10,825.375,1384.5,1739.145,12.25,4,8,22.5,420,2825,68,44,182,102,4,67.5,0
1891823,1039898,2037,1,882.021,1385.16,1152.5346,17.5,22,10,25,1000,2775,39,18,29,21,12,180,0
1907900,1028999,2037,1,882.021,1385.16,1082.2581,17.5,77,22,17.5,970,2425,34,14,26,20,9,180,528
1911340,1016947,1261,9,1134.9,1387.1,1218.126,12.25,10,10,17.5,500,2750,54,43,113,63,3,90,0
1893400,1039902,2041,1,883.753,1387.88,1056.2175,17.5,102,19,17.5,950,2225,32,10,20,15,6,180,330
1891966,1041428,2043,1,884.619,1389.24,1113.6393,17.5,60,19,45,860,2725,39,17,25,16,5,155,240
1910415,1017902,1264,9,1137.6,1390.4,1238.4672,12.25,18,8,21,600,1900,62,44,121,70,4,145,70
1893815,1040244,2047,1,886.351,1391.96,1059.3225,17.5,86,11,25.5,970,2600,30,12,22,17,7,180,280
1887146,1046045,2047,1,886.351,1391.96,1045.1982,17.5,112,19,25,970,1775,30,0,22,18,13,180,400
1892983,1040809,2048,1,886.784,1392.64,1059.84,17.5,108,21,30,1000,2325,29,11,19,16,12,180,550
1891596,1042164,2055,1,889.815,1397.4,1049.283,17.5,169,21,22.5,1000,2525,35,0,31,25,16,185,470
1887965,1044892,2056,1,890.248,1398.08,1191.6576,17.5,31,17,12.5,800,2085,40,22,38,26,12,160,0
1934676,1008730,1272,8,1144.8,1399.2,1298.9664,12.25,112,24,27.5,600,1925,56,48,193,110,5,180,170
1887965,1044892,2058,1,891.114,1399.44,1192.8168,17.5,2,3,12.5,800,2085,42,22,40,28,13,160,0
1933305,1007091,2000,13,930,1400,1214.4,12.25,29,9,17.5,450,750,42,22,49,31,4,145,0
1891966,1041428,2059,1,891.547,1400.12,1193.3964,17.5,16,9.5,45,860,2700,36,17,30,19,8,155,0
1933305,1007091,2004,13,931.86,1402.8,1216.8288,17.5,4,7,22.5,880,2050,42,22,46,29,4,75,0
1915773,1015021,1800,10,837,1404,968.76,17.5,70,19,12.5,920,2100,36,15,28,22,8,170,0
1891823,1039898,2068,1,895.444,1406.24,1198.6128,17.5,31,14,30,1000,2775,40,18,35,25,18,180,0
1887965,1044892,2068,1,895.444,1406.24,1212.882,17.5,10,6,12.5,800,2200,44,22,45,32,16,160,300
1897145,1037320,2073,1,897.609,1409.64,1015.5627,17.5,158,24,20,950,2175,30,9,36,22,9,190,990
1928249,1011699,2015,13,936.975,1410.5,1140.087,17.5,57,23,15,900,2725,36,14,32,22,7,195,80
1890803,1042438,2077,1,899.341,1412.36,1103.5101,17.5,134,23,22.5,950,1925,36,14,27,20,10,175,345
1892983,1040809,2083,1,901.939,1416.44,1077.9525,17.5,35,12,37.5,1000,2375,30,11,19,15,11,180,500
1901265,1032792,2086,1,903.238,1418.48,1209.0456,17.5,123,23,27.5,925,2375,43,16,45,29,6,180,60
1915773,1015021,1819,10,845.835,1418.82,978.9858,17.5,19,5,12.5,920,2100,37,15,27,21,9,140,0
1898014,1035395,2087,1,903.671,1419.16,1094.4228,17.5,137,22,27.5,1000,2150,34,10,21,17,9,175,660
1933305,1007091,2029,13,943.485,1420.3,1232.0088,17.5,25,9,22.5,880,2050,42,22,43,27,3,175,0
1913770,1018319,2033,13,945.345,1423.1,1080.1329,17.5,127,24,22.5,900,1555,30,13,22,18,13,180,0
1900266,1034376,2094,1,906.702,1423.92,1098.0936,17.5,133,22,30,1000,2450,32,12,24,18,10,180,300
1894441,1038408,2097,1,908.001,1425.96,1099.6668,17.5,90,21,20,950,2625,35,10,25,18,9,180,460
1887965,1044892,2100,1,909.3,1428,1231.65,17.5,32,14,12.5,800,2200,40,24,34,23,12,160,0
1907900,1028999,2100,1,909.3,1428,1115.73,17.5,63,20,17.5,970,2425,34,13,27,20,9,180,505
1931442,1006121,2107,1,912.331,1432.76,1090.3725,17.5,71,10,15,970,2475,36,10,27,19,8,195,200
1898058,1036646,2110,1,913.63,1434.8,1142.8815,17.5,110,23,30,950,2375,35,14,32,24,9,180,440
1899352,1035235,2113,1,914.929,1436.84,1137.2166,17.5,133,23,35,965,2650,39,14,35,25,13,175,240
1906000,1029100,2113,1,914.929,1436.84,1122.6369,17.5,100,23,16,950,2025,36,0,28,20,11,175,420
1910007,1024955,2115,1,915.795,1438.2,1109.106,17.5,84,23,20,880,2815,35,12,26,18,6,190,200
1892983,1040809,2115,1,915.795,1438.2,1109.106,17.5,32,11,40,920,2900,32,13,26,21,12,180,300
1927084,1012494,2060,13,957.9,1442,1108.692,17.5,34,8,27.5,950,2040,30,11,16,13,8,170,126
1887965,1044892,2122,1,918.826,1442.96,1244.553,17.5,22,11,12.5,800,2100,40,22,41,28,8,170,0
1928249,1011699,2063,13,959.295,1444.1,1181.4801,17.5,48,23,15,900,2775,36,16,31,21,7,190,20
1900266,1034376,2125,1,920.125,1445,1114.35,17.5,31,5.5,30,1000,2560,32,12,26,19,9,180,100
